Well API,Well Tier,Well Type,Operator Name,Field,Well Designation,CalGEM District,County,Lease,City,Latitude,Longitude,View in WellFinder,x,y
0405920672,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 60,Southern,Orange,Union-Naranjal,Brea,33.9199791,-117.84848022,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920672&config=WellFinder,198953.16860000044,-452785.6634999998
0405920671,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 59,Southern,Orange,Union-Naranjal,Brea,33.92002487,-117.84848022,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920671&config=WellFinder,198953.0533999987,-452780.5883999998
0405920584,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 58,Southern,Orange,Union-Naranjal,Brea,33.9201355,-117.8484726,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920584&config=WellFinder,198953.47949999943,-452768.3053000001
0405920536,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 57,Southern,Orange,Union-Naranjal,Brea,33.9201355,-117.84842682,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920536&config=WellFinder,198957.71200000122,-452768.2092000004
0405920292,Tier 3,Oil & Gas,"Thompson Energy Resources, LLC",Brea-Olinda,Union-Naranjal 56,Southern,Orange,Union-Naranjal,Brea,33.92008209,-117.85087585,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920292&config=WellFinder,198731.4226000011,-452779.2679000003
0405907879,Inaccessible,Oil & Gas,Santiago Oil Co.,Any Field,1,Southern,Orange,Unspecified,Costa Mesa,33.63405609,-117.90584564,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907879&config=WellFinder,194349.7377000004,-484603.8854
0405907874,Inaccessible,Oil & Gas,Newport Bay Oil Co.,Any Field,3,Southern,Orange,Unspecified,Newport Beach,33.63931656,-117.89524078,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907874&config=WellFinder,195320.81599999964,-483998.97640000004
0405907873,Inaccessible,Oil & Gas,Newport Bay Oil Co.,Any Field,2,Southern,Orange,Unspecified,Newport Beach,33.64038086,-117.89658356,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907873&config=WellFinder,195193.60990000144,-483883.7653999999
0405907872,Inaccessible,Oil & Gas,Port Orange Asphalt Co.,Any Field,3,Southern,Orange,Unspecified,Newport Beach,33.62050629,-117.90953827,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907872&config=WellFinder,194040.22040000185,-486113.41050000023
0405907871,Inaccessible,Oil & Gas,Port Orange Asphalt Co.,Any Field,2,Southern,Orange,Unspecified,Newport Beach,33.62317276,-117.91271973,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907871&config=WellFinder,193738.45309999958,-485824.34690000024
0405907870,Inaccessible,Oil & Gas,Port Orange Asphalt Co.,Any Field,1,Southern,Orange,Unspecified,Newport Beach,33.62190247,-117.91082001,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907870&config=WellFinder,193917.8561999984,-485961.2708999999
0405907869,Inaccessible,Oil & Gas,Santa Ana Oil Co.,Any Field,1,Southern,Orange,Unspecified,Newport Beach,33.64244461,-117.89976501,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907869&config=WellFinder,194893.35810000077,-483661.5454000002
0405907868,Inaccessible,Oil & Gas,Balboa Oil Co.,Any Field,1,Southern,Orange,Unspecified,Costa Mesa,33.65498352,-117.89840698,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907868&config=WellFinder,194988.54089999944,-482268.8130999999
0405907182,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,32,Southern,Orange,Unspecified,Orange County,33.93974686,-117.89912415,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907182&config=WellFinder,194222.29659999907,-450698.7109000003
0407100007,Inaccessible,Dry Hole,Adelanto Development Corp.,Any Field,Adelanto Oil Well 1,Southern,San Bernardino,Adelanto Oil Well,San Bernardino County,34.80364227,-117.46292114,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0407100007&config=WellFinder,231974.4875999987,-353884.43149999995
0406520038,Tier 3,Oil & Gas,L. W. Rippeto,Any Field,2,Southern,Riverside,Unspecified,Riverside County,33.90444183,-116.97210693,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406520038&config=WellFinder,280023.26729999855,-452294.55420000013
0406520016,Tier 2,Oil & Gas,"Lynnhart Company, Inc.",Prado-Corona,Gov. 213-1,Southern,Riverside,Gov.,Corona,33.89354324,-117.61413574,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406520016&config=WellFinder,220692.53660000116,-455198.2165000001
0406520013,Tier 2,Dry Gas,"Lynnhart Company, Inc.",Prado-Corona,Gov. 285-1,Southern,Riverside,Gov.,Riverside County,33.89262009,-117.62005615,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406520013&config=WellFinder,220147.58630000055,-455314.3340999996
0406520003,Tier 2,Oil & Gas,"Lynnhart Company, Inc.",Prado-Corona,Gov. 326-1,Southern,Riverside,Gov.,Riverside County,33.88959503,-117.61806488,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406520003&config=WellFinder,220340.16970000044,-455645.10830000043
0406500151,Inaccessible,Oil & Gas,L. E. Smith,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.90974808,-116.91851807,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500151&config=WellFinder,284958.35550000146,-451546.6665000003
0406500148,Inaccessible,Oil & Gas,Western Development Corp.,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.93495941,-116.57324219,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500148&config=WellFinder,316773.17390000075,-447656.35250000004
0406500127,Tier 3,Oil & Gas,L. W. Rippeto,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.90444183,-116.97229004,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500127&config=WellFinder,280006.33889999986,-452295.09499999974
0406500125,Inaccessible,Oil & Gas,Pioneer Oil syndicate,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.7155838,-116.85509491,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500125&config=WellFinder,291535.3542999998,-472874.8152999999
0406500118,Inaccessible,Oil & Gas,Painted Hills Oil Ass'n,Any Field,2,Southern,Riverside,Unspecified,Desert Hot Springs,33.96232,-116.611632,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500118&config=WellFinder,313117.47580000013,-444751.1118999999
0406500109,Inaccessible,Oil & Gas,Moreno Oil Co.,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.91072464,-117.07367706,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500109&config=WellFinder,270611.5058999993,-451893.0175999999
0406500108,Inaccessible,Oil & Gas,Midway Oil Syndicate,Any Field,1,Southern,Riverside,Unspecified,Calimesa,33.99821472,-117.10044861,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500108&config=WellFinder,267839.8572999984,-442269.50600000005
0406500100,Inaccessible,Oil & Gas,R. B. Jackson,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.911632,-117.094802,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500100&config=WellFinder,268655.51729999855,-451852.50739999954
0406500078,Inaccessible,Oil & Gas,L. R. Clark,Any Field,No. 2,Southern,Riverside,Unspecified,Riverside County,33.936234,-116.799539,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500078&config=WellFinder,295857.58630000055,-448246.20600000024
0406500077,Inaccessible,Oil & Gas,L. R. Clark,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.933012,-116.762258,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500077&config=WellFinder,299314.7793999985,-448486.3479000004
0406500076,Inaccessible,Oil & Gas,L. R. Clark,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.940705,-116.799025,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500076&config=WellFinder,295888.34369999915,-447748.9846000001
0406500075,Inaccessible,Oil & Gas,Cheney Oil Lease Synd.,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.99193954,-117.16581726,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500075&config=WellFinder,261824.21819999814,-443147.83800000045
0406500074,Inaccessible,Oil & Gas,Cabazon Central Oil Co.,Any Field,1,Southern,Riverside,Unspecified,Riverside County,33.92267609,-116.68359375,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500074&config=WellFinder,306624.07129999995,-449380.6760999998
0406500068,Inaccessible,Oil & Gas,Floyd Amundson,Any Field,1,Southern,Riverside,Unspecified,Riverside County,34.00725937,-117.26782227,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0406500068&config=WellFinder,252354.6435999982,-441725.86199999973
0405921114,Tier 3,Oil & Gas,Columbine Associates,Esperanza,Dometal 7,Southern,Orange,Dometal,Yorba Linda,33.89858246,-117.76209259,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405921114&config=WellFinder,206996.02840000018,-454973.20689999964
0405920931,Tier 3,Oil & Gas,Columbine Associates,Esperanza,Dometal 6,Southern,Orange,Dometal,Yorba Linda,33.89839172,-117.76222992,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405920931&config=WellFinder,206983.82770000026,-454994.6557
0405907734,Inaccessible,Oil & Gas,Olinda Land Co.,Any Field,5 A,Southern,Orange,Unspecified,Brea,33.91955566,-117.82913971,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907734&config=WellFinder,200742.3585000001,-452791.84810000006
0405907733,Inaccessible,Oil & Gas,Olinda Land Co.,Brea-Olinda,4A,Southern,Orange,Unspecified,Brea,33.91979599,-117.83301544,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907733&config=WellFinder,200383.4197999984,-452773.3984000003
0405907732,Inaccessible,Oil & Gas,Olinda Land Co.,Brea-Olinda,2-A,Southern,Orange,Unspecified,Brea,33.92073822,-117.81980133,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907732&config=WellFinder,201602.71819999814,-452640.90720000025
0405907731,Inaccessible,Oil & Gas,Olinda Land Co.,Brea-Olinda,1-A,Southern,Orange,Unspecified,Orange County,33.92238617,-117.81980133,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907731&config=WellFinder,201598.51539999992,-452458.17700000014
0405907181,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,31,Southern,Orange,Unspecified,Orange County,33.94103622,-117.90010834,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907181&config=WellFinder,194128.15819999948,-450557.7522999998
0405907180,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,30,Southern,Orange,Unspecified,Orange County,33.94015503,-117.89698792,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907180&config=WellFinder,194418.74969999865,-450649.0714999996
0405907179,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,29,Southern,Orange,Unspecified,Orange County,33.94048691,-117.89861298,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907179&config=WellFinder,194267.72619999945,-450615.6012000004
0405907178,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,28,Southern,Orange,Unspecified,Orange County,33.94114304,-117.9001236,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907178&config=WellFinder,194126.48530000076,-450545.93850000016
0405907177,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,27,Southern,Orange,Unspecified,Orange County,33.94358826,-117.89830017,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907177&config=WellFinder,194289.0148999989,-450271.0577999996
0405907176,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,26,Southern,Orange,Unspecified,Orange County,33.94182968,-117.89896393,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907176&config=WellFinder,194231.98710000142,-450467.4232999999
0405907175,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,25,Southern,Orange,Unspecified,Orange County,33.94124985,-117.89731598,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907175&config=WellFinder,194385.7335000001,-450528.3420000002
0405907172,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,22,Southern,Orange,Unspecified,Orange County,33.94324493,-117.89637756,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907172&config=WellFinder,194467.56289999932,-450305.18730000034
0405907171,Tier 2,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,21,Southern,Orange,Unspecified,Orange County,33.94018173,-117.89726257,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907171&config=WellFinder,194393.2974999994,-450646.6738999998
0405907170,Tier 2,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,20,Southern,Orange,Unspecified,Orange County,33.94307327,-117.89552307,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907170&config=WellFinder,194546.96460000053,-450322.4693
0405907169,Tier 2,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,18,Southern,Orange,Unspecified,Orange County,33.94382858,-117.89928436,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907169&config=WellFinder,194197.45760000125,-450246.4255999997
0405907168,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,17,Southern,Orange,Unspecified,Orange County,33.94078827,-117.89579773,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907168&config=WellFinder,194527.20270000026,-450576.4116000002
0405907166,Tier 3,Oil & Gas,"Cooper & Brain, Inc.",Brea-Olinda,15,Southern,Orange,Unspecified,Orange County,33.94286728,-117.8960495,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0405907166&config=WellFinder,194498.81439999864,-450346.3912000004
0403726145,Inaccessible,Oil & Gas,Ventura Consolidated Oil Co.,Los Angeles City,1,Southern,Los Angeles,Unspecified,Los Angeles,34.0671463,-118.24580383,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726145&config=WellFinder,161915.1218000017,-437221.23790000007
0403726144,Inaccessible,Oil & Gas,Union Jack Oil Co.,Los Angeles City,1,Southern,Los Angeles,Unspecified,Los Angeles,34.06266403,-118.2647934,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726144&config=WellFinder,160171.66299999878,-437750.62909999955
0403726143,Inaccessible,Oil & Gas,Union Jack Oil Co.,Los Angeles City,2,Southern,Los Angeles,Unspecified,Los Angeles,34.06264114,-118.26538086,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726143&config=WellFinder,160117.48919999972,-437754.1601999998
0403726142,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,17,Southern,Los Angeles,Unspecified,Los Angeles,34.0669899,-118.24485016,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726142&config=WellFinder,162003.45749999955,-437236.95529999956
0403726141,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,13,Southern,Los Angeles,Unspecified,Los Angeles,34.06529236,-118.2449646,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726141&config=WellFinder,161996.38149999827,-437425.4275000002
0403726140,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,14,Southern,Los Angeles,Unspecified,Los Angeles,34.06469345,-118.2460556,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726140&config=WellFinder,161896.91930000111,-437493.7170000002
0403726139,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,15,Southern,Los Angeles,Unspecified,Los Angeles,34.06518555,-118.24594116,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726139&config=WellFinder,161906.47140000015,-437438.94209999964
0403726138,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,16,Southern,Los Angeles,Unspecified,Los Angeles,34.06669235,-118.24485779,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726138&config=WellFinder,162003.36439999938,-437269.97009999957
0403726137,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,12,Southern,Los Angeles,Unspecified,Los Angeles,34.06545258,-118.24523163,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726137&config=WellFinder,161971.4076000005,-437408.1135
0403726136,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,9,Southern,Los Angeles,Unspecified,Los Angeles,34.06763458,-118.23609161,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726136&config=WellFinder,162810.45800000057,-437150.44959999993
0403726135,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,42,Southern,Los Angeles,Unspecified,Los Angeles,34.06348038,-118.26580811,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726135&config=WellFinder,160076.35289999843,-437661.80030000024
0403726134,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,9,Southern,Los Angeles,Unspecified,Los Angeles,34.06763458,-118.23609161,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726134&config=WellFinder,162810.45800000057,-437150.44959999993
0403726133,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,38,Southern,Los Angeles,Unspecified,Los Angeles,34.0635643,-118.26470184,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726133&config=WellFinder,160178.2857999988,-437650.6242000004
0403726132,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,32A,Southern,Los Angeles,Unspecified,Los Angeles,34.06466675,-118.26155853,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726132&config=WellFinder,160466.1550000012,-437523.0343000004
0403726131,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,32,Southern,Los Angeles,Unspecified,Los Angeles,34.06378555,-118.26355743,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726131&config=WellFinder,160283.45960000157,-437624.1508999998
0403726130,Inaccessible,Oil & Gas,Union Consolidated Crude Oil Co.,Los Angeles City,33A,Southern,Los Angeles,Unspecified,Los Angeles,34.06415558,-118.26442719,https://maps.conservation.ca.gov/doggr/wellfinder/index.html?api=0403726130&config=WellFinder,160202.43400000036,-437584.58029999956
